Pixel,,Wavenumber,Raman Shift,Dark,Reference,,Dark Subtracted #1,%TR #1,Absorbance #1,Irradiance (W/cm^2/nm) #1,RelativeIntensityCorrection_Ratio #1,ReferenceMaterialCorrection_Ratio #1,AbsoluteIrradianceCorrection_Ratio #1
286,441.93,22628.05,-22628.05,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
287,442.35,22606.34,-22606.34,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
288,442.78,22584.68,-22584.68,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
289,443.2,22563.06,-22563.06,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
290,443.63,22541.48,-22541.48,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
291,444.05,22519.96,-22519.96,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
292,444.47,22498.47,-22498.47,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
293,444.9,22477.03,-22477.03,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
294,445.32,22455.64,-22455.64,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
295,445.75,22434.29,-22434.29,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
296,446.17,22412.98,-22412.98,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
297,446.59,22391.71,-22391.71,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
298,447.02,22370.49,-22370.49,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
299,447.44,22349.32,-22349.32,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
300,447.86,22328.19,-22328.19,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
301,448.29,22307.1,-22307.1,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
302,448.71,22286.05,-22286.05,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
303,449.13,22265.05,-22265.05,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
304,449.56,22244.09,-22244.09,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
305,449.98,22223.17,-22223.17,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
306,450.4,22202.3,-22202.3,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
307,450.83,22181.46,-22181.46,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
308,451.25,22160.67,-22160.67,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
309,451.67,22139.93,-22139.93,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
310,452.1,22119.22,-22119.22,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
311,452.52,22098.56,-22098.56,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
312,452.94,22077.94,-22077.94,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
313,453.36,22057.36,-22057.36,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
314,453.79,22036.82,-22036.82,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
315,454.21,22016.32,-22016.32,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
316,454.63,21995.87,-21995.87,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
317,455.05,21975.45,-21975.45,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
318,455.48,21955.08,-21955.08,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
319,455.9,21934.75,-21934.75,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
320,456.32,21914.46,-21914.46,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
321,456.74,21894.21,-21894.21,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
322,457.16,21874,-21874,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
323,457.59,21853.83,-21853.83,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
324,458.01,21833.7,-21833.7,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
325,458.43,21813.61,-21813.61,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
326,458.85,21793.56,-21793.56,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
327,459.27,21773.56,-21773.56,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
328,459.69,21753.59,-21753.59,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
329,460.12,21733.66,-21733.66,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
330,460.54,21713.77,-21713.77,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
331,460.96,21693.92,-21693.92,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
332,461.38,21674.11,-21674.11,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
333,461.8,21654.34,-21654.34,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
334,462.22,21634.61,-21634.61,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
335,462.64,21614.92,-21614.92,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
336,463.06,21595.27,-21595.27,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
337,463.49,21575.65,-21575.65,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
338,463.91,21556.08,-21556.08,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
339,464.33,21536.54,-21536.54,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
340,464.75,21517.05,-21517.05,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
341,465.17,21497.59,-21497.59,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
342,465.59,21478.17,-21478.17,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
343,466.01,21458.78,-21458.78,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
344,466.43,21439.44,-21439.44,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
345,466.85,21420.13,-21420.13,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
346,467.27,21400.86,-21400.86,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
347,467.69,21381.63,-21381.63,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
348,468.11,21362.44,-21362.44,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
349,468.53,21343.28,-21343.28,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
350,468.95,21324.16,-21324.16,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
351,469.37,21305.08,-21305.08,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
352,469.79,21286.04,-21286.04,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
353,470.21,21267.03,-21267.03,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
354,470.63,21248.06,-21248.06,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
355,471.05,21229.13,-21229.13,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
356,471.47,21210.23,-21210.23,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
357,471.89,21191.37,-21191.37,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
358,472.31,21172.55,-21172.55,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
359,472.73,21153.76,-21153.76,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
360,473.15,21135.01,-21135.01,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
361,473.57,21116.3,-21116.3,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
362,473.99,21097.62,-21097.62,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
363,474.41,21078.98,-21078.98,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
364,474.83,21060.38,-21060.38,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
365,475.24,21041.81,-21041.81,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
366,475.66,21023.27,-21023.27,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
367,476.08,21004.77,-21004.77,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
368,476.5,20986.31,-20986.31,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
369,476.92,20967.88,-20967.88,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
370,477.34,20949.49,-20949.49,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
371,477.76,20931.14,-20931.14,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
372,478.18,20912.81,-20912.81,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
373,478.59,20894.53,-20894.53,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
374,479.01,20876.28,-20876.28,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
375,479.43,20858.06,-20858.06,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
376,479.85,20839.88,-20839.88,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
377,480.27,20821.73,-20821.73,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
378,480.69,20803.62,-20803.62,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
379,481.1,20785.54,-20785.54,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
380,481.52,20767.5,-20767.5,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
381,481.94,20749.49,-20749.49,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
382,482.36,20731.51,-20731.51,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
383,482.78,20713.57,-20713.57,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
384,483.19,20695.66,-20695.66,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
385,483.61,20677.79,-20677.79,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
386,484.03,20659.95,-20659.95,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
387,484.45,20642.14,-20642.14,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
388,484.86,20624.37,-20624.37,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
389,485.28,20606.63,-20606.63,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
390,485.7,20588.92,-20588.92,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
391,486.12,20571.25,-20571.25,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
392,486.53,20553.61,-20553.61,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
393,486.95,20536.01,-20536.01,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
394,487.37,20518.43,-20518.43,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
395,487.78,20500.89,-20500.89,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
396,488.2,20483.39,-20483.39,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
397,488.62,20465.91,-20465.91,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
398,489.03,20448.47,-20448.47,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
399,489.45,20431.06,-20431.06,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
400,489.87,20413.68,-20413.68,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
401,490.28,20396.34,-20396.34,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
402,490.7,20379.03,-20379.03,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
403,491.12,20361.75,-20361.75,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
404,491.53,20344.5,-20344.5,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
405,491.95,20327.29,-20327.29,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
406,492.37,20310.1,-20310.1,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
407,492.78,20292.95,-20292.95,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
408,493.2,20275.83,-20275.83,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
409,493.61,20258.74,-20258.74,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
410,494.03,20241.68,-20241.68,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
411,494.45,20224.66,-20224.66,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
412,494.86,20207.67,-20207.67,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
413,495.28,20190.7,-20190.7,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
414,495.69,20173.77,-20173.77,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
415,496.11,20156.87,-20156.87,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
416,496.52,20140,-20140,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
417,496.94,20123.17,-20123.17,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
418,497.36,20106.36,-20106.36,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
419,497.77,20089.58,-20089.58,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
420,498.19,20072.84,-20072.84,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
421,498.6,20056.12,-20056.12,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
422,499.02,20039.44,-20039.44,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
423,499.43,20022.78,-20022.78,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
424,499.85,20006.16,-20006.16,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
425,500.26,19989.57,-19989.57,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
426,500.68,19973.01,-19973.01,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
427,501.09,19956.47,-19956.47,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
428,501.51,19939.97,-19939.97,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
429,501.92,19923.5,-19923.5,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
430,502.33,19907.06,-19907.06,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
431,502.75,19890.64,-19890.64,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
432,503.16,19874.26,-19874.26,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
433,503.58,19857.91,-19857.91,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
434,503.99,19841.58,-19841.58,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
435,504.41,19825.29,-19825.29,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
436,504.82,19809.03,-19809.03,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
437,505.23,19792.79,-19792.79,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
438,505.65,19776.59,-19776.59,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
439,506.06,19760.41,-19760.41,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
440,506.48,19744.26,-19744.26,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
441,506.89,19728.14,-19728.14,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
442,507.3,19712.05,-19712.05,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
443,507.72,19695.99,-19695.99,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
444,508.13,19679.96,-19679.96,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
445,508.54,19663.96,-19663.96,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
446,508.96,19647.98,-19647.98,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
447,509.37,19632.04,-19632.04,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
448,509.78,19616.12,-19616.12,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
449,510.2,19600.23,-19600.23,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
450,510.61,19584.37,-19584.37,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
451,511.02,19568.54,-19568.54,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
452,511.44,19552.74,-19552.74,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
453,511.85,19536.96,-19536.96,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
454,512.26,19521.21,-19521.21,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
455,512.68,19505.49,-19505.49,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
456,513.09,19489.8,-19489.8,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
457,513.5,19474.14,-19474.14,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
458,513.91,19458.5,-19458.5,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
459,514.33,19442.89,-19442.89,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
460,514.74,19427.31,-19427.31,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
461,515.15,19411.76,-19411.76,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
462,515.56,19396.23,-19396.23,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
463,515.98,19380.74,-19380.74,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
464,516.39,19365.26,-19365.26,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
465,516.8,19349.82,-19349.82,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
466,517.21,19334.4,-19334.4,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
467,517.62,19319.02,-19319.02,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
468,518.04,19303.65,-19303.65,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
469,518.45,19288.32,-19288.32,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
470,518.86,19273.01,-19273.01,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
471,519.27,19257.73,-19257.73,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
472,519.68,19242.47,-19242.47,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
473,520.1,19227.25,-19227.25,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
474,520.51,19212.04,-19212.04,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
475,520.92,19196.87,-19196.87,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
476,521.33,19181.72,-19181.72,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
477,521.74,19166.6,-19166.6,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
478,522.15,19151.5,-19151.5,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
479,522.56,19136.43,-19136.43,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
480,522.97,19121.39,-19121.39,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
481,523.39,19106.38,-19106.38,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
482,523.8,19091.38,-19091.38,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
483,524.21,19076.42,-19076.42,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
484,524.62,19061.48,-19061.48,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
485,525.03,19046.57,-19046.57,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
486,525.44,19031.68,-19031.68,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
487,525.85,19016.82,-19016.82,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
488,526.26,19001.99,-19001.99,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
489,526.67,18987.18,-18987.18,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
490,527.08,18972.39,-18972.39,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
491,527.49,18957.63,-18957.63,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
492,527.9,18942.9,-18942.9,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
493,528.31,18928.19,-18928.19,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
494,528.72,18913.51,-18913.51,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
495,529.13,18898.85,-18898.85,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
496,529.54,18884.22,-18884.22,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
497,529.95,18869.61,-18869.61,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
498,530.36,18855.03,-18855.03,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
499,530.77,18840.47,-18840.47,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
500,531.18,18825.94,-18825.94,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
501,531.59,18811.43,-18811.43,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
502,532,18796.95,-18796.95,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
503,532.41,18782.49,-18782.49,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
504,532.82,18768.06,-18768.06,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
505,533.23,18753.65,-18753.65,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
506,533.64,18739.27,-18739.27,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
507,534.05,18724.91,-18724.91,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
508,534.46,18710.57,-18710.57,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
509,534.87,18696.26,-18696.26,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
510,535.28,18681.98,-18681.98,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
511,535.68,18667.72,-18667.72,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
512,536.09,18653.48,-18653.48,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
513,536.5,18639.26,-18639.26,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
514,536.91,18625.07,-18625.07,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
515,537.32,18610.91,-18610.91,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
516,537.73,18596.77,-18596.77,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
517,538.14,18582.65,-18582.65,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
518,538.54,18568.55,-18568.55,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
519,538.95,18554.48,-18554.48,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
520,539.36,18540.44,-18540.44,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
521,539.77,18526.41,-18526.41,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
522,540.18,18512.42,-18512.42,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
523,540.59,18498.44,-18498.44,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
524,540.99,18484.49,-18484.49,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
525,541.4,18470.56,-18470.56,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
526,541.81,18456.65,-18456.65,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
527,542.22,18442.77,-18442.77,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
528,542.63,18428.91,-18428.91,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
529,543.03,18415.08,-18415.08,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
530,543.44,18401.26,-18401.26,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
531,543.85,18387.47,-18387.47,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
532,544.26,18373.71,-18373.71,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
533,544.66,18359.96,-18359.96,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
534,545.07,18346.24,-18346.24,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
535,545.48,18332.54,-18332.54,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
536,545.89,18318.87,-18318.87,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
537,546.29,18305.22,-18305.22,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
538,546.7,18291.59,-18291.59,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
539,547.11,18277.98,-18277.98,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
540,547.51,18264.39,-18264.39,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
541,547.92,18250.83,-18250.83,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
542,548.33,18237.29,-18237.29,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
543,548.73,18223.78,-18223.78,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
544,549.14,18210.28,-18210.28,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
545,549.55,18196.81,-18196.81,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
546,549.95,18183.36,-18183.36,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
547,550.36,18169.93,-18169.93,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
548,550.77,18156.52,-18156.52,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
549,551.17,18143.14,-18143.14,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
550,551.58,18129.78,-18129.78,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
551,551.98,18116.44,-18116.44,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
552,552.39,18103.12,-18103.12,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
553,552.8,18089.82,-18089.82,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
554,553.2,18076.55,-18076.55,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
555,553.61,18063.29,-18063.29,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
556,554.01,18050.06,-18050.06,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
557,554.42,18036.85,-18036.85,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
558,554.83,18023.67,-18023.67,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
559,555.23,18010.5,-18010.5,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
560,555.64,17997.36,-17997.36,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
561,556.04,17984.23,-17984.23,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
562,556.45,17971.13,-17971.13,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
563,556.85,17958.05,-17958.05,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
564,557.26,17944.99,-17944.99,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
565,557.66,17931.95,-17931.95,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
566,558.07,17918.94,-17918.94,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
567,558.47,17905.94,-17905.94,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
568,558.88,17892.96,-17892.96,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
569,559.28,17880.01,-17880.01,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
570,559.69,17867.08,-17867.08,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
571,560.09,17854.17,-17854.17,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
572,560.5,17841.28,-17841.28,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
573,560.9,17828.41,-17828.41,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
574,561.31,17815.56,-17815.56,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
